S2A_MSIL2A_20221021T185421_N0400_R113_T10SGJ_20221021T223758.SAFE	T10SGJ_20221021T185421_B08_10m.jp2	0
S2A_MSIL2A_20221021T185421_N0400_R113_T10SGJ_20221021T223758.SAFE	T10SGJ_20221021T185421_B03_10m.jp2	0
S2B_MSIL2A_20220708T184919_N0400_R113_T10TFK_20220708T214918.SAFE	T10TFK_20220708T184919_SCL_20m.jp2	0
S2A_MSIL2A_20230307T184221_N0509_R070_T11SLC_20230307T235759.SAFE	T11SLC_20230307T184221_B08_10m.jp2	92
S2A_MSIL2A_20221019T181351_N0400_R084_T12TVM_20221020T000554.SAFE	T12TVM_20221019T181351_B08_10m.jp2	0
S2A_MSIL2A_20221019T181351_N0400_R084_T12TVM_20221020T000554.SAFE	T12TVM_20221019T181351_SCL_20m.jp2	0
S2B_MSIL2A_20220219T182409_N0400_R127_T12TUL_20220219T205256.SAFE	T12TUL_20220219T182409_B08_10m.jp2	0
S2B_MSIL2A_20220219T182409_N0400_R127_T12TUL_20220219T205256.SAFE	T12TUL_20220219T182409_B04_10m.jp2	0
S2B_MSIL2A_20220219T182409_N0400_R127_T12TUL_20220219T205256.SAFE	T12TUL_20220219T182409_SCL_20m.jp2	0
S2A_MSIL2A_20220114T185731_N0301_R113_T10SEH_20220114T212747.SAFE	T10SEH_20220114T185731_B03_10m.jp2	92
S2A_MSIL2A_20220114T185731_N0301_R113_T10SEH_20220114T212747.SAFE	T10SEH_20220114T185731_B02_10m.jp2	92
S2B_MSIL2A_20220119T185709_N0301_R113_T10SEJ_20220119T210307.SAFE	T10SEJ_20220119T185709_SCL_20m.jp2	0
S2B_MSIL2A_20220917T182019_N0400_R127_T11SQV_20220917T222316.SAFE	T11SQV_20220917T182019_B03_10m.jp2	92
S2B_MSIL2A_20220711T185919_N0400_R013_T10TEL_20220711T214755.SAFE	T10TEL_20220711T185919_B02_10m.jp2	0
S2B_MSIL2A_20220929T190159_N0400_R013_T10SEJ_20220929T231005.SAFE	T10SEJ_20220929T190159_SCL_20m.jp2	0
S2B_MSIL2A_20221026T185449_N0400_R113_T10SGJ_20221026T211720.SAFE	T10SGJ_20221026T185449_B08_10m.jp2	92
S2B_MSIL2A_20221026T185449_N0400_R113_T10SGJ_20221026T211720.SAFE	T10SGJ_20221026T185449_B02_10m.jp2	92
S2B_MSIL2A_20221026T185449_N0400_R113_T10SGJ_20221026T211720.SAFE	T10SGJ_20221026T185449_B03_10m.jp2	92
S2B_MSIL2A_20221026T185449_N0400_R113_T10SGJ_20221026T211720.SAFE	T10SGJ_20221026T185449_SCL_20m.jp2	92
S2A_MSIL2A_20220211T181501_N0400_R084_T11SQU_20220211T212618.SAFE	T11SQU_20220211T181501_SCL_20m.jp2	0
S2A_MSIL2A_20230215T184441_N0509_R070_T10SFG_20230215T224152.SAFE	T10SFG_20230215T184441_B02_10m.jp2	92
S2B_MSIL2A_20220725T183929_N0400_R070_T11SKD_20220725T225109.SAFE	T11SKD_20220725T183929_SCL_20m.jp2	0
S2B_MSIL2A_20220725T183929_N0400_R070_T11SKD_20220725T225109.SAFE	T11SKD_20220725T183929_B03_10m.jp2	0
S2B_MSIL2A_20220725T183929_N0400_R070_T11SKD_20220725T225109.SAFE	T11SKD_20220725T183929_B02_10m.jp2	0
S2B_MSIL2A_20220725T183929_N0400_R070_T11SKD_20220725T225109.SAFE	T11SKD_20220725T183929_B08_10m.jp2	0
S2A_MSIL2A_20220208T180511_N0400_R041_T12TXL_20220208T210857.SAFE	T12TXL_20220208T180511_B02_10m.jp2	92
S2A_MSIL2A_20220611T180931_N0400_R084_T11SQU_20220611T233912.SAFE	T11SQU_20220611T180931_SCL_20m.jp2	0
S2A_MSIL2A_20220613T184931_N0400_R113_T10SFG_20220614T012412.SAFE	T10SFG_20220613T184931_SCL_20m.jp2	0
S2A_MSIL2A_20220613T184931_N0400_R113_T10SFG_20220614T012412.SAFE	T10SFG_20220613T184931_B04_10m.jp2	0
S2A_MSIL2A_20220810T180931_N0400_R084_T12SWG_20220811T022300.SAFE	T12SWG_20220810T180931_SCL_20m.jp2	0
S2A_MSIL2A_20220101T184801_N0301_R070_T11SKD_20220101T211118.SAFE	T11SKD_20220101T184801_SCL_20m.jp2	0
S2B_MSIL2A_20220907T181919_N0400_R127_T11SQV_20220908T160710.SAFE	T11SQV_20220907T181919_B08_10m.jp2	92
S2B_MSIL2A_20220907T181919_N0400_R127_T11SQV_20220908T160710.SAFE	T11SQV_20220907T181919_B04_10m.jp2	92
S2A_MSIL2A_20220825T185931_N0400_R013_T10SEJ_20220826T010357.SAFE	T10SEJ_20220825T185931_B08_10m.jp2	0
S2A_MSIL2A_20220825T185931_N0400_R013_T10SEJ_20220826T010357.SAFE	T10SEJ_20220825T185931_SCL_20m.jp2	0
S2A_MSIL2A_20230107T181731_N0509_R084_T12SWG_20230107T215055.SAFE	T12SWG_20230107T181731_B04_10m.jp2	92
S2A_MSIL2A_20220713T184931_N0400_R113_T10TEL_20220714T004003.SAFE	T10TEL_20220713T184931_SCL_20m.jp2	0
S2A_MSIL2A_20220713T184931_N0400_R113_T10TEL_20220714T004003.SAFE	T10TEL_20220713T184931_B08_10m.jp2	0
S2A_MSIL2A_20220713T184931_N0400_R113_T10TEL_20220714T004003.SAFE	T10TEL_20220713T184931_B02_10m.jp2	0
S2B_MSIL2A_20220409T184919_N0400_R113_T10SGJ_20220409T220228.SAFE	T10SGJ_20220409T184919_SCL_20m.jp2	0
S2A_MSIL2A_20220926T180121_N0400_R041_T12TXL_20220927T002100.SAFE	T12TXL_20220926T180121_B03_10m.jp2	92
S2A_MSIL2A_20220926T180121_N0400_R041_T12TXL_20220927T002100.SAFE	T12TXL_20220926T180121_SCL_20m.jp2	92
S2B_MSIL2A_20221202T184739_N0400_R070_T10SGJ_20221202T212221.SAFE	T10SGJ_20221202T184739_B02_10m.jp2	92
S2B_MSIL2A_20220517T180919_N0400_R084_T11SQU_20220517T212418.SAFE	T11SQU_20220517T180919_SCL_20m.jp2	0
S2B_MSIL2A_20220609T181919_N0400_R127_T12TVK_20220609T211417.SAFE	T12TVK_20220609T181919_B08_10m.jp2	0
S2B_MSIL2A_20220609T181919_N0400_R127_T12TVK_20220609T211417.SAFE	T12TVK_20220609T181919_SCL_20m.jp2	0
S2A_MSIL2A_20220704T181931_N0400_R127_T11SQU_20220705T002619.SAFE	T11SQU_20220704T181931_B02_10m.jp2	0
S2A_MSIL2A_20220704T181931_N0400_R127_T11SQU_20220705T002619.SAFE	T11SQU_20220704T181931_B04_10m.jp2	0
S2B_MSIL2A_20220718T184919_N0400_R113_T10SFG_20220718T215113.SAFE	T10SFG_20220718T184919_B02_10m.jp2	0
S2A_MSIL2A_20220614T181931_N0400_R127_T11SQV_20220614T233012.SAFE	T11SQV_20220614T181931_B02_10m.jp2	92
S2A_MSIL2A_20220614T181931_N0400_R127_T11SQV_20220614T233012.SAFE	T11SQV_20220614T181931_B08_10m.jp2	92
S2A_MSIL2A_20220216T190451_N0400_R013_T10SEJ_20220216T230155.SAFE	T10SEJ_20220216T190451_SCL_20m.jp2	0
S2A_MSIL2A_20220216T190451_N0400_R013_T10SEJ_20220216T230155.SAFE	T10SEJ_20220216T190451_B04_10m.jp2	0
S2B_MSIL2A_20220522T185919_N0400_R013_T10TEL_20220522T215753.SAFE	T10TEL_20220522T185919_B02_10m.jp2	0
S2B_MSIL2A_20220522T185919_N0400_R013_T10TEL_20220522T215753.SAFE	T10TEL_20220522T185919_B03_10m.jp2	0
S2A_MSIL2A_20220823T181931_N0400_R127_T11SQV_20220826T162703.SAFE	T11SQV_20220823T181931_B02_10m.jp2	92
S2A_MSIL2A_20220601T180921_N0400_R084_T12TXL_20220602T001018.SAFE	T12TXL_20220601T180921_SCL_20m.jp2	0
S2A_MSIL2A_20221123T190721_N0400_R013_T10SEJ_20221123T224054.SAFE	T10SEJ_20221123T190721_B04_10m.jp2	0
S2A_MSIL2A_20220630T183931_N0400_R070_T11TKE_20220701T011316.SAFE	T11TKE_20220630T183931_B04_10m.jp2	0
S2A_MSIL2A_20220630T183931_N0400_R070_T11TKE_20220701T011316.SAFE	T11TKE_20220630T183931_SCL_20m.jp2	0
S2A_MSIL2A_20220924T190131_N0400_R013_T10SEJ_20220925T010558.SAFE	T10SEJ_20220924T190131_B08_10m.jp2	92
S2A_MSIL2A_20220924T190131_N0400_R013_T10SEJ_20220925T010558.SAFE	T10SEJ_20220924T190131_B02_10m.jp2	92
S2A_MSIL2A_20220924T190131_N0400_R013_T10SEJ_20220925T010558.SAFE	T10SEJ_20220924T190131_B03_10m.jp2	92
S2A_MSIL2A_20230327T184001_N0509_R070_T11SKD_20230327T234755.SAFE	T11SKD_20230327T184001_B08_10m.jp2	92
S2A_MSIL2A_20221008T184301_N0400_R070_T10SFG_20221009T000557.SAFE	T10SFG_20221008T184301_B08_10m.jp2	92
S2A_MSIL2A_20220720T183931_N0400_R070_T10TGK_20220721T000357.SAFE	T10TGK_20220720T183931_SCL_20m.jp2	92
S2A_MSIL2A_20230420T181911_N0509_R127_T11SQU_20230421T012057.SAFE	T11SQU_20230420T181911_SCL_20m.jp2	92
S2A_MSIL2A_20230420T181911_N0509_R127_T11SQU_20230421T012057.SAFE	T11SQU_20230420T181911_B03_10m.jp2	92
S2A_MSIL2A_20220919T181031_N0400_R084_T12SVG_20220919T235355.SAFE	T12SVG_20220919T181031_B03_10m.jp2	92
S2A_MSIL2A_20220919T181031_N0400_R084_T12SVG_20220919T235355.SAFE	T12SVG_20220919T181031_SCL_20m.jp2	92
S2A_MSIL2A_20220919T181031_N0400_R084_T12SVG_20220919T235355.SAFE	T12SVG_20220919T181031_B04_10m.jp2	92
S2B_MSIL2A_20221007T182239_N0400_R127_T11SQA_20221007T221540.SAFE	T11SQA_20221007T182239_SCL_20m.jp2	0
S2A_MSIL2A_20220401T183931_N0400_R070_T11SKD_20220401T234533.SAFE	T11SKD_20220401T183931_B08_10m.jp2	0
S2A_MSIL2A_20220401T183931_N0400_R070_T11SKD_20220401T234533.SAFE	T11SKD_20220401T183931_SCL_20m.jp2	0
S2A_MSIL2A_20220401T183931_N0400_R070_T11SKD_20220401T234533.SAFE	T11SKD_20220401T183931_B04_10m.jp2	0
S2B_MSIL2A_20220613T175919_N0400_R041_T12SWG_20220613T210754.SAFE	T12SWG_20220613T175919_B03_10m.jp2	0
S2B_MSIL2A_20221007T182239_N0400_R127_T12TVM_20221007T221540.SAFE	T12TVM_20221007T182239_SCL_20m.jp2	0
S2A_MSIL2A_20220901T184931_N0400_R113_T10SEJ_20220902T002557.SAFE	T10SEJ_20220901T184931_SCL_20m.jp2	0
S2B_MSIL2A_20220320T184959_N0400_R113_T10SFG_20220320T231722.SAFE	T10SFG_20220320T184959_B08_10m.jp2	92
S2A_MSIL2A_20221004T190241_N0400_R013_T10SEJ_20221004T235254.SAFE	T10SEJ_20221004T190241_SCL_20m.jp2	92
S2A_MSIL2A_20221004T190241_N0400_R013_T10SEJ_20221004T235254.SAFE	T10SEJ_20221004T190241_B04_10m.jp2	92
S2B_MSIL2A_20220625T183929_N0400_R070_T10SFG_20220627T101602.SAFE	T10SFG_20220625T183929_B04_10m.jp2	92
S2B_MSIL2A_20220625T183929_N0400_R070_T10SFG_20220627T101602.SAFE	T10SFG_20220625T183929_B02_10m.jp2	0
S2B_MSIL2A_20220625T183929_N0400_R070_T10SFG_20220627T101602.SAFE	T10SFG_20220625T183929_SCL_20m.jp2	0
S2B_MSIL2A_20220725T183929_N0400_R070_T11TKE_20220725T225109.SAFE	T11TKE_20220725T183929_B04_10m.jp2	92
S2A_MSIL2A_20220213T185501_N0400_R113_T10SGJ_20220213T221011.SAFE	T10SGJ_20220213T185501_SCL_20m.jp2	0
S2A_MSIL2A_20220213T185501_N0400_R113_T10SGJ_20220213T221011.SAFE	T10SGJ_20220213T185501_B02_10m.jp2	0
S2B_MSIL2A_20220903T183919_N0400_R070_T10SFG_20220903T230033.SAFE	T10SFG_20220903T183919_SCL_20m.jp2	92
S2B_MSIL2A_20220903T183919_N0400_R070_T10SFG_20220903T230033.SAFE	T10SFG_20220903T183919_B02_10m.jp2	92
S2A_MSIL2A_20220723T184931_N0400_R113_T10SGJ_20220723T235557.SAFE	T10SGJ_20220723T184931_SCL_20m.jp2	0
S2A_MSIL2A_20220710T183931_N0400_R070_T11SKD_20220711T010432.SAFE	T11SKD_20220710T183931_B02_10m.jp2	92
S2A_MSIL2A_20220710T183931_N0400_R070_T11SKD_20220711T010432.SAFE	T11SKD_20220710T183931_B08_10m.jp2	92
S2B_MSIL2A_20220122T190659_N0301_R013_T10TEL_20220122T204400.SAFE	T10TEL_20220122T190659_B08_10m.jp2	92
S2B_MSIL2A_20220206T181519_N0400_R084_T12TXL_20220206T204138.SAFE	T12TXL_20220206T181519_B04_10m.jp2	0
S2B_MSIL2A_20220228T185319_N0400_R113_T10SFG_20220305T171742.SAFE	T10SFG_20220228T185319_B03_10m.jp2	92
S2B_MSIL2A_20220228T185319_N0400_R113_T10SFG_20220305T171742.SAFE	T10SFG_20220228T185319_SCL_20m.jp2	92
S2B_MSIL2A_20220228T185319_N0400_R113_T10SFG_20220305T171742.SAFE	T10SFG_20220228T185319_B02_10m.jp2	92
S2A_MSIL2A_20220210T184521_N0400_R070_T11TKE_20220210T214135.SAFE	T11TKE_20220210T184521_B02_10m.jp2	0
S2B_MSIL2A_20220728T184919_N0400_R113_T10SEJ_20220728T225547.SAFE	T10SEJ_20220728T184919_SCL_20m.jp2	0
S2B_MSIL2A_20220728T184919_N0400_R113_T10SEJ_20220728T225547.SAFE	T10SEJ_20220728T184919_B04_10m.jp2	0
S2B_MSIL2A_20220728T184919_N0400_R113_T10SEJ_20220728T225547.SAFE	T10SEJ_20220728T184919_B02_10m.jp2	0
S2A_MSIL2A_20221110T185621_N0400_R113_T11SKD_20221110T224201.SAFE	T11SKD_20221110T185621_SCL_20m.jp2	0
S2A_MSIL2A_20220812T184931_N0400_R113_T10TFM_20220813T003806.SAFE	T10TFM_20220812T184931_SCL_20m.jp2	0
S2A_MSIL2A_20220812T184931_N0400_R113_T10TFM_20220813T003806.SAFE	T10TFM_20220812T184931_B02_10m.jp2	92
S2A_MSIL2A_20220812T184931_N0400_R113_T10TFM_20220813T003806.SAFE	T10TFM_20220812T184931_B08_10m.jp2	0
S2A_MSIL2A_20221001T185211_N0400_R113_T11TKE_20221002T001553.SAFE	T11TKE_20221001T185211_B08_10m.jp2	92
S2A_MSIL2A_20221001T185211_N0400_R113_T11TKE_20221002T001553.SAFE	T11TKE_20221001T185211_B02_10m.jp2	92
S2B_MSIL2A_20220323T185939_N0400_R013_T10SEJ_20220324T000510.SAFE	T10SEJ_20220323T185939_B03_10m.jp2	92
S2B_MSIL2A_20220323T185939_N0400_R013_T10SEJ_20220324T000510.SAFE	T10SEJ_20220323T185939_SCL_20m.jp2	92
S2A_MSIL2A_20220610T183931_N0400_R070_T11SLC_20220611T011115.SAFE	T11SLC_20220610T183931_SCL_20m.jp2	0
S2B_MSIL2A_20220828T181919_N0400_R127_T12TVK_20220828T211045.SAFE	T12TVK_20220828T181919_B08_10m.jp2	0
S2B_MSIL2A_20220728T184919_N0400_R113_T10TEL_20220728T225547.SAFE	T10TEL_20220728T184919_B02_10m.jp2	0
S2B_MSIL2A_20220308T181109_N0400_R084_T12SVG_20220308T212101.SAFE	T12SVG_20220308T181109_SCL_20m.jp2	0
S2A_MSIL2A_20220630T183931_N0400_R070_T10SGJ_20220701T011316.SAFE	T10SGJ_20220630T183931_SCL_20m.jp2	0
S2A_MSIL2A_20220630T183931_N0400_R070_T10SGJ_20220701T011316.SAFE	T10SGJ_20220630T183931_B02_10m.jp2	0
S2B_MSIL2A_20220530T181919_N0400_R127_T11SQV_20220530T211517.SAFE	T11SQV_20220530T181919_B02_10m.jp2	92
S2B_MSIL2A_20220307T184229_N0400_R070_T11SLC_20220307T214736.SAFE	T11SLC_20220307T184229_B04_10m.jp2	0
S2A_MSIL2A_20221026T180431_N0400_R041_T12SWG_20221026T233353.SAFE	T12SWG_20221026T180431_SCL_20m.jp2	0
S2A_MSIL2A_20221026T180431_N0400_R041_T12SWG_20221026T233353.SAFE	T12SWG_20221026T180431_B03_10m.jp2	0
S2A_MSIL2A_20221026T180431_N0400_R041_T12SWG_20221026T233353.SAFE	T12SWG_20221026T180431_B04_10m.jp2	0
S2B_MSIL2A_20220301T182259_N0400_R127_T11SQA_20220301T220950.SAFE	T11SQA_20220301T182259_SCL_20m.jp2	0
S2A_MSIL2A_20230331T181921_N0509_R127_T11SQA_20230401T003957.SAFE	T11SQA_20230331T181921_B02_10m.jp2	92
S2B_MSIL2A_20220320T184959_N0400_R113_T10TFK_20220320T231722.SAFE	T10TFK_20220320T184959_B08_10m.jp2	92
S2B_MSIL2A_20220320T184959_N0400_R113_T10TFK_20220320T231722.SAFE	T10TFK_20220320T184959_B02_10m.jp2	92
S2B_MSIL2A_20220320T184959_N0400_R113_T10TFK_20220320T231722.SAFE	T10TFK_20220320T184959_B04_10m.jp2	92
S2B_MSIL2A_20220320T184959_N0400_R113_T10TFK_20220320T231722.SAFE	T10TFK_20220320T184959_SCL_20m.jp2	92
S2B_MSIL2A_20220310T185109_N0400_R113_T10TFL_20220310T220248.SAFE	T10TFL_20220310T185109_B02_10m.jp2	92
S2B_MSIL2A_20220310T185109_N0400_R113_T10TFL_20220310T220248.SAFE	T10TFL_20220310T185109_B03_10m.jp2	92
S2A_MSIL2A_20220102T181751_N0301_R084_T11SQU_20220102T205020.SAFE	T11SQU_20220102T181751_B02_10m.jp2	92
S2A_MSIL2A_20220102T181751_N0301_R084_T11SQU_20220102T205020.SAFE	T11SQU_20220102T181751_B03_10m.jp2	92
S2A_MSIL2A_20220102T181751_N0301_R084_T11SQU_20220102T205020.SAFE	T11SQU_20220102T181751_B04_10m.jp2	92
S2B_MSIL2A_20221006T185239_N0400_R113_T10TFM_20221007T000604.SAFE	T10TFM_20221006T185239_B02_10m.jp2	92
S2B_MSIL2A_20221006T185239_N0400_R113_T10TFM_20221007T000604.SAFE	T10TFM_20221006T185239_SCL_20m.jp2	92
S2B_MSIL2A_20221006T185239_N0400_R113_T10TFM_20221007T000604.SAFE	T10TFM_20221006T185239_B03_10m.jp2	92
S2B_MSIL2A_20221006T185239_N0400_R113_T10TFM_20221007T000604.SAFE	T10TFM_20221006T185239_B08_10m.jp2	92
S2A_MSIL2A_20230119T185711_N0509_R113_T10SEJ_20230119T215850.SAFE	T10SEJ_20230119T185711_B04_10m.jp2	92
S2A_MSIL2A_20221127T184721_N0400_R070_T11SLC_20221127T220058.SAFE	T11SLC_20221127T184721_B02_10m.jp2	0
S2A_MSIL2A_20221127T184721_N0400_R070_T11SLC_20221127T220058.SAFE	T11SLC_20221127T184721_B08_10m.jp2	0
S2A_MSIL2A_20220525T181921_N0400_R127_T11SQA_20220526T001915.SAFE	T11SQA_20220525T181921_B03_10m.jp2	0
S2B_MSIL2A_20221003T184219_N0400_R070_T11SKD_20221003T235333.SAFE	T11SKD_20221003T184219_B03_10m.jp2	92
S2B_MSIL2A_20220429T184909_N0400_R113_T10TFM_20220429T220716.SAFE	T10TFM_20220429T184909_SCL_20m.jp2	0
S2A_MSIL2A_20230126T184641_N0509_R070_T10TGK_20230126T222406.SAFE	T10TGK_20230126T184641_B04_10m.jp2	92
S2A_MSIL2A_20220713T184931_N0400_R113_T11TKE_20220714T004003.SAFE	T11TKE_20220713T184931_SCL_20m.jp2	0
S2A_MSIL2A_20220713T184931_N0400_R113_T11TKE_20220714T004003.SAFE	T11TKE_20220713T184931_B03_10m.jp2	0
S2B_MSIL2A_20220107T181729_N0301_R084_T12SWG_20220107T210347.SAFE	T12SWG_20220107T181729_SCL_20m.jp2	0
S2B_MSIL2A_20221118T190659_N0400_R013_T10TEL_20221118T213529.SAFE	T10TEL_20221118T190659_B08_10m.jp2	0
S2A_MSIL2A_20220812T184931_N0400_R113_T10SEH_20220813T003806.SAFE	T10SEH_20220812T184931_B04_10m.jp2	92
S2A_MSIL2A_20220812T184931_N0400_R113_T10SEH_20220813T003806.SAFE	T10SEH_20220812T184931_B02_10m.jp2	92
S2A_MSIL2A_20220812T184931_N0400_R113_T10SEH_20220813T003806.SAFE	T10SEH_20220812T184931_SCL_20m.jp2	92
S2A_MSIL2A_20220812T184931_N0400_R113_T10SEH_20220813T003806.SAFE	T10SEH_20220812T184931_B08_10m.jp2	92
S2B_MSIL2A_20220830T185919_N0400_R013_T10SEJ_20220830T224720.SAFE	T10SEJ_20220830T185919_B03_10m.jp2	0
S2A_MSIL2A_20221110T185621_N0400_R113_T10TGK_20221110T224201.SAFE	T10TGK_20221110T185621_B04_10m.jp2	92
S2A_MSIL2A_20221110T185621_N0400_R113_T10TGK_20221110T224201.SAFE	T10TGK_20221110T185621_SCL_20m.jp2	92
